report_date,google_campaign_id,campaign_id_crm_ref,campaign_name,ad_objective,device_type,country,impressions,clicks,ctr_pct,avg_cpc_eur,conversions,conv_rate_pct,spend_eur,revenue_eur,roas,quality_score,_load_ts,_source_system
2025-07-22,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1372,45,3.28,0.51,2,4.85,22.95,590.54,25.73,7,2026-05-01T06:30:00,google_ads_api
2025-07-22,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,498,14,2.73,0.59,1,4.5,8.26,297.22,35.98,6,2026-05-01T06:30:00,google_ads_api
2025-07-22,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,330,10,3.01,0.56,0,4.92,5.6,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8014,312,3.89,0.54,15,4.94,168.48,12283.36,72.91,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2750,103,3.74,0.54,5,5.03,55.62,4311.13,77.51,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1733,58,3.37,0.6,3,4.98,34.8,1641.68,47.17,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,5991,233,3.89,0.53,12,5.22,123.49,5439.85,44.05,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2178,96,4.42,0.48,4,4.27,46.08,983.63,21.35,8,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1314,52,3.93,0.5,3,5.2,26.0,2327.71,89.53,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1553,50,3.22,0.6,2,4.24,30.0,774.74,25.82,7,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,504,14,2.81,0.53,1,5.0,7.42,857.85,115.61,6,2026-05-01T06:30:00,google_ads_api
2025-07-23,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,310,9,2.99,0.52,0,5.02,4.68,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,7950,273,3.43,0.54,12,4.51,147.42,5030.79,34.13,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2455,93,3.78,0.56,5,5.1,52.08,2835.84,54.45,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1389,48,3.49,0.53,3,5.29,25.44,2223.59,87.41,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7236,308,4.26,0.47,15,4.81,144.76,11705.77,80.86,8,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2207,83,3.76,0.49,4,5.32,40.67,2471.78,60.78,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1335,54,4.04,0.53,3,4.9,28.62,2259.94,78.96,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1581,42,2.65,0.51,2,5.35,21.42,644.82,30.1,6,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,528,15,2.93,0.51,1,4.99,7.65,520.52,68.04,7,2026-05-01T06:30:00,google_ads_api
2025-07-24,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,313,10,3.25,0.6,1,5.52,6.0,597.0,99.5,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8589,295,3.44,0.56,15,5.24,165.2,4489.72,27.18,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3103,103,3.33,0.62,5,4.85,63.86,3334.34,52.21,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1833,56,3.07,0.51,3,5.22,28.56,1485.59,52.02,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,6849,307,4.48,0.45,13,4.11,138.15,3807.16,27.56,8,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2544,90,3.53,0.45,5,5.35,40.5,1647.47,40.68,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1454,56,3.82,0.54,3,4.89,30.24,892.47,29.51,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1687,47,2.79,0.59,2,4.92,27.73,725.56,26.17,6,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,535,16,2.95,0.6,1,5.16,9.6,331.66,34.55,7,2026-05-01T06:30:00,google_ads_api
2025-07-25,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,367,11,3.12,0.52,0,4.51,5.72,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8549,281,3.29,0.55,15,5.18,154.55,4938.83,31.96,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2809,92,3.28,0.61,4,4.73,56.12,1864.85,33.23,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1540,56,3.62,0.51,3,4.53,28.56,1363.3,47.73,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,6814,253,3.71,0.48,13,4.96,121.44,5262.26,43.33,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2774,105,3.77,0.55,5,5.02,57.75,3793.65,65.69,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1590,66,4.12,0.48,3,5.26,31.68,764.62,24.14,8,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1821,59,3.26,0.55,3,4.44,32.45,2187.18,67.4,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,549,16,2.93,0.6,1,4.0,9.6,295.0,30.73,7,2026-05-01T06:30:00,google_ads_api
2025-07-26,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,321,10,3.2,0.53,0,5.0,5.3,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8336,325,3.9,0.51,14,4.16,165.75,5911.11,35.66,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2889,112,3.87,0.6,6,4.97,67.2,4338.09,64.55,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1833,60,3.28,0.6,3,4.51,36.0,660.37,18.34,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7047,257,3.64,0.51,14,5.33,131.07,6644.1,50.69,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2226,92,4.12,0.51,4,4.04,46.92,1034.74,22.05,8,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1632,61,3.75,0.47,3,5.57,28.67,1898.78,66.23,7,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1714,46,2.66,0.62,2,5.0,28.52,835.07,29.28,6,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,533,15,2.84,0.58,1,4.82,8.7,299.99,34.48,6,2026-05-01T06:30:00,google_ads_api
2025-07-27,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,387,13,3.25,0.56,1,5.44,7.28,359.29,49.35,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9477,365,3.85,0.53,19,5.29,193.45,14195.87,73.38,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3226,113,3.51,0.62,5,4.74,70.06,2080.02,29.69,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1687,65,3.84,0.58,3,5.37,37.7,720.09,19.1,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7432,320,4.31,0.48,14,4.52,153.6,11218.41,73.04,8,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2365,87,3.69,0.46,4,4.97,40.02,1514.98,37.86,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1527,65,4.26,0.49,3,5.04,31.85,1873.39,58.82,8,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1626,51,3.11,0.51,2,4.37,26.01,799.33,30.73,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,581,19,3.24,0.59,1,4.69,11.21,652.83,58.24,7,2026-05-01T06:30:00,google_ads_api
2025-07-28,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,343,11,3.23,0.62,1,4.93,6.82,259.19,38.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,7914,286,3.61,0.62,12,4.18,177.32,6464.0,36.45,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2742,99,3.6,0.55,4,4.41,54.45,2713.3,49.83,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1618,59,3.62,0.52,3,5.08,30.68,2496.82,81.38,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,8790,378,4.3,0.47,20,5.23,177.66,6264.13,35.26,8,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2394,94,3.93,0.45,5,4.92,42.3,1187.51,28.07,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1573,59,3.74,0.46,3,5.31,27.14,1846.78,68.05,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1749,53,3.01,0.54,2,4.07,28.62,704.96,24.63,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,627,20,3.16,0.51,1,4.12,10.2,295.84,29.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,376,11,2.92,0.58,0,4.36,6.38,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9391,336,3.58,0.55,17,4.98,184.8,5738.31,31.05,7,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2906,97,3.33,0.63,4,3.98,61.11,816.46,13.36,7,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1964,66,3.38,0.53,4,5.6,34.98,2184.23,62.44,7,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,8254,361,4.37,0.48,18,5.0,173.28,7962.37,45.95,8,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2404,98,4.09,0.49,5,4.66,48.02,2388.1,49.73,8,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1496,64,4.27,0.51,3,4.78,32.64,2109.54,64.63,8,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1765,51,2.89,0.59,3,4.93,30.09,1224.95,40.71,6,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,575,18,3.11,0.6,1,4.17,10.8,579.19,53.63,7,2026-05-01T06:30:00,google_ads_api
2025-07-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,342,9,2.66,0.57,0,4.73,5.13,0.0,0.0,6,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8556,265,3.1,0.52,13,5.01,137.8,4825.56,35.02,7,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3061,96,3.15,0.52,4,4.4,49.92,1075.91,21.55,7,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1886,66,3.52,0.53,3,4.91,34.98,666.21,19.05,7,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,8282,307,3.71,0.54,15,4.98,165.78,10057.24,60.67,7,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2784,117,4.22,0.47,6,4.85,54.99,4732.6,86.06,8,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1525,62,4.06,0.45,3,5.38,27.9,2570.66,92.14,8,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1936,54,2.78,0.51,2,4.49,27.54,1448.72,52.6,6,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,675,19,2.82,0.56,1,4.64,10.64,232.32,21.83,6,2026-05-01T06:30:00,google_ads_api
2025-07-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,342,9,2.69,0.59,0,4.75,5.31,0.0,0.0,6,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,10654,408,3.83,0.56,19,4.6,228.48,7377.62,32.29,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3108,116,3.73,0.59,6,5.07,68.44,4719.39,68.96,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1815,58,3.21,0.57,3,5.06,33.06,769.95,23.29,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7488,320,4.27,0.51,16,5.01,163.2,12143.73,74.41,8,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2675,101,3.77,0.51,5,4.47,51.51,1496.19,29.05,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1620,62,3.85,0.51,3,5.62,31.62,1552.39,49.1,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1981,55,2.77,0.59,3,4.58,32.45,844.29,26.02,6,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,715,21,2.96,0.52,1,4.54,10.92,497.96,45.6,7,2026-05-01T06:30:00,google_ads_api
2025-08-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,405,12,2.89,0.55,1,4.56,6.6,780.43,118.25,6,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,10724,368,3.43,0.51,16,4.27,187.68,7270.71,38.74,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3026,95,3.14,0.61,4,4.72,57.95,2137.92,36.89,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1828,71,3.89,0.52,3,4.61,36.92,2043.52,55.35,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,9392,399,4.25,0.48,17,4.36,191.52,4219.29,22.03,8,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2714,106,3.9,0.5,5,4.49,53.0,1716.78,32.39,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1570,60,3.81,0.45,3,5.4,27.0,1559.87,57.77,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,2159,67,3.09,0.59,3,4.2,39.53,1386.65,35.08,7,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,646,18,2.76,0.63,1,4.8,11.34,715.99,63.14,6,2026-05-01T06:30:00,google_ads_api
2025-08-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,373,12,3.26,0.51,1,4.76,6.12,375.18,61.3,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9345,328,3.51,0.58,16,4.75,190.24,13306.81,69.95,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3688,119,3.24,0.6,6,4.73,71.4,2171.57,30.41,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1725,61,3.51,0.58,3,5.11,35.38,1945.46,54.99,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,8372,313,3.74,0.53,16,5.14,165.89,9658.52,58.22,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2669,119,4.44,0.52,6,5.05,61.88,5181.77,83.74,8,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1547,64,4.14,0.45,3,5.1,28.8,1292.64,44.88,8,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1899,50,2.65,0.51,3,5.23,25.5,2159.94,84.7,6,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,725,22,3.01,0.56,1,4.08,12.32,289.8,23.52,7,2026-05-01T06:30:00,google_ads_api
2025-08-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,373,11,2.94,0.51,1,5.15,5.61,575.53,102.59,7,2026-05-01T06:30:00,google_ads_api
2025-08-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9816,348,3.55,0.55,19,5.34,191.4,4510.6,23.57,7,2026-05-01T06:30:00,google_ads_api
2025-08-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3653,122,3.34,0.58,6,4.59,70.76,4518.25,63.85,7,2026-05-01T06:30:00,google_ads_api
