report_date,meta_campaign_id,campaign_id_crm_ref,campaign_name,ad_objective,placement,country,impressions,reach,frequency,clicks,ctr_pct,avg_cpc_eur,cpm_eur,conversions,conv_rate_pct,spend_eur,revenue_eur,roas,_load_ts,_source_system
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,5476,3951,1.39,115,2.1,1.04,21.84,3,2.7,119.6,1460.65,12.21,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3304,2491,1.33,73,2.21,0.96,21.21,2,3.2,70.08,1036.42,14.79,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,10006,7479,1.34,279,2.79,0.94,26.21,7,2.48,262.26,2797.3,10.67,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,3660,3203,1.14,100,2.73,0.81,22.13,3,2.79,81.0,2030.23,25.06,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2012,1453,1.38,52,2.57,0.88,22.74,1,2.58,45.76,156.65,3.42,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,6840,4830,1.42,164,2.4,1.09,26.13,5,2.83,178.76,3800.91,21.26,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,2742,1851,1.48,68,2.48,0.99,24.55,2,2.54,67.32,1594.8,23.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1510,1311,1.15,31,2.04,0.94,19.3,1,3.32,29.14,240.42,8.25,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4028,2581,1.56,80,1.98,1.11,22.05,2,2.75,88.8,1139.28,12.83,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1195,904,1.32,21,1.74,0.95,16.69,1,2.95,19.95,285.06,14.29,2026-05-01T06:30:00,meta_marketing_api
2025-06-02,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,749,566,1.32,13,1.8,1.05,18.22,0,3.31,13.65,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,16539,12202,1.36,352,2.13,1.01,21.5,10,2.93,355.52,3624.08,10.19,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,5579,3428,1.63,118,2.11,1.03,21.79,3,2.5,121.54,1788.65,14.72,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3646,2520,1.45,87,2.39,1.04,24.82,3,3.03,90.48,1748.86,19.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,11807,8313,1.42,340,2.88,0.87,25.05,9,2.63,295.8,1362.45,4.61,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,4088,2839,1.44,119,2.91,0.84,24.45,3,2.34,99.96,1909.79,19.11,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2283,1537,1.49,58,2.53,0.81,20.58,2,2.98,46.98,838.5,17.85,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,7289,5326,1.37,158,2.17,1.11,24.06,4,2.32,175.38,1523.34,8.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,2917,2403,1.21,60,2.07,0.93,19.13,1,2.28,55.8,787.45,14.11,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1573,1139,1.38,35,2.22,0.98,21.81,1,2.55,34.3,182.96,5.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,3747,2911,1.29,64,1.72,0.98,16.74,2,3.0,62.72,1527.27,24.35,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1164,809,1.44,22,1.85,0.95,17.96,1,2.32,20.9,721.43,34.52,2026-05-01T06:30:00,meta_marketing_api
2025-06-03,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,794,487,1.63,14,1.72,0.94,16.57,0,2.69,13.16,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,15774,11949,1.32,385,2.44,0.99,24.16,10,2.61,381.15,6116.41,16.05,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,5367,4504,1.19,125,2.33,0.91,21.19,3,2.78,113.75,994.34,8.74,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3174,2391,1.33,63,1.97,1.12,22.23,2,2.49,70.56,1340.52,19.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,11782,7325,1.61,342,2.9,0.83,24.09,8,2.27,283.86,1859.93,6.55,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,3455,2332,1.48,92,2.66,0.91,24.23,3,2.9,83.72,2240.69,26.76,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2336,1903,1.23,61,2.6,0.83,21.67,2,2.98,50.63,472.52,9.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,7160,4657,1.54,165,2.3,1.11,25.58,4,2.57,183.15,2684.61,14.66,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,2564,2187,1.17,57,2.24,0.97,21.56,1,2.39,55.29,713.78,12.91,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1688,1239,1.36,41,2.45,0.93,22.59,1,3.08,38.13,176.1,4.62,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,3641,2792,1.3,64,1.75,0.93,16.35,2,2.94,59.52,821.89,13.81,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1414,962,1.47,29,2.04,1.0,20.51,1,2.39,29.0,333.64,11.5,2026-05-01T06:30:00,meta_marketing_api
2025-06-04,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,806,702,1.15,14,1.75,0.92,15.98,0,2.71,12.88,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,16824,13862,1.21,348,2.07,0.98,20.27,9,2.57,341.04,6356.98,18.64,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,5529,3629,1.52,112,2.02,0.98,19.85,3,2.56,109.76,1444.88,13.16,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3490,2236,1.56,77,2.22,0.93,20.52,2,2.75,71.61,893.97,12.48,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,10778,6630,1.63,272,2.52,0.85,21.45,7,2.73,231.2,1311.37,5.67,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,3975,2735,1.45,94,2.37,0.83,19.63,3,2.94,78.02,1909.24,24.47,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2586,2048,1.26,69,2.65,0.84,22.41,2,2.88,57.96,303.56,5.24,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,8406,5223,1.61,169,2.01,1.05,21.11,4,2.38,177.45,837.4,4.72,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,2786,2350,1.19,64,2.29,1.11,25.5,2,2.87,71.04,774.47,10.9,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1827,1390,1.31,38,2.09,0.95,19.76,1,3.06,36.1,559.27,15.49,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4103,3070,1.34,82,2.01,1.11,22.18,2,2.79,91.02,1432.13,15.73,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1406,1030,1.37,24,1.7,0.97,16.56,1,2.58,23.28,244.43,10.5,2026-05-01T06:30:00,meta_marketing_api
2025-06-05,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,763,571,1.34,13,1.69,0.99,16.87,0,2.69,12.87,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,19644,16099,1.22,454,2.31,1.06,24.5,13,2.78,481.24,6796.39,14.12,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,5672,3458,1.64,114,2.01,1.1,22.11,3,2.85,125.4,1079.84,8.61,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3506,2599,1.35,84,2.39,1.03,24.68,2,2.54,86.52,547.47,6.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,11961,8399,1.42,303,2.53,0.8,20.27,9,3.01,242.4,2742.98,11.32,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,3967,3167,1.25,103,2.6,0.85,22.07,3,2.47,87.55,2147.5,24.53,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2146,1780,1.21,63,2.95,0.91,26.71,2,2.56,57.33,642.61,11.21,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,8678,6298,1.38,201,2.32,1.07,24.78,5,2.35,215.07,784.85,3.65,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,3332,2251,1.48,67,2.0,0.98,19.71,2,2.88,65.66,1210.09,18.43,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1813,1368,1.33,42,2.34,1.09,25.25,1,3.16,45.78,748.28,16.35,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4539,3442,1.32,86,1.89,1.08,20.46,2,2.59,92.88,1000.8,10.78,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1442,909,1.59,27,1.85,0.91,17.04,1,2.59,24.57,542.8,22.09,2026-05-01T06:30:00,meta_marketing_api
2025-06-06,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,877,708,1.24,19,2.12,0.95,20.58,1,3.13,18.05,646.26,35.8,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,16939,10435,1.62,366,2.16,1.08,23.34,9,2.52,395.28,1841.18,4.66,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,6247,5093,1.23,129,2.07,0.92,19.0,4,2.8,118.68,2131.03,17.96,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,4296,3030,1.42,100,2.32,1.03,23.98,2,2.48,103.0,1361.61,13.22,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,13430,8220,1.63,348,2.59,0.88,22.8,10,2.8,306.24,7532.5,24.6,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,4709,3917,1.2,141,3.0,0.8,23.95,4,2.5,112.8,2786.44,24.7,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2519,1980,1.27,74,2.92,0.93,27.32,2,3.32,68.82,308.72,4.49,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,8514,5537,1.54,169,1.98,1.04,20.64,4,2.66,175.76,1705.98,9.71,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,3191,2559,1.25,71,2.21,1.08,24.03,2,2.69,76.68,833.87,10.87,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1936,1692,1.14,47,2.42,1.07,25.98,1,3.03,50.29,682.4,13.57,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4028,3050,1.32,77,1.91,1.06,20.26,2,2.92,81.62,334.31,4.1,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1577,1361,1.16,28,1.78,1.03,18.29,1,2.9,28.84,194.2,6.73,2026-05-01T06:30:00,meta_marketing_api
2025-06-07,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,855,650,1.32,18,2.05,1.0,21.05,0,2.52,18.0,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,18071,11530,1.57,423,2.34,1.02,23.88,12,2.76,431.46,4488.86,10.4,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,7223,5685,1.27,169,2.34,1.08,25.27,4,2.6,182.52,2812.96,15.41,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,4208,2625,1.6,98,2.33,1.05,24.45,3,2.86,102.9,1437.71,13.97,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,14351,9015,1.59,392,2.73,0.89,24.31,10,2.57,348.88,6279.12,18.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,4889,3352,1.46,116,2.38,0.8,18.98,3,2.62,92.8,1069.97,11.53,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2678,1899,1.41,77,2.88,0.95,27.32,2,3.05,73.15,1362.67,18.63,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,8492,5937,1.43,205,2.41,1.11,26.8,6,2.9,227.55,2336.74,10.27,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,2948,2534,1.16,71,2.42,1.05,25.29,2,2.97,74.55,1336.2,17.92,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1978,1620,1.22,45,2.3,0.91,20.7,1,2.76,40.95,382.0,9.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4577,3704,1.24,95,2.08,0.99,20.55,3,2.81,94.05,1372.12,14.59,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1524,966,1.58,27,1.74,1.06,18.78,1,2.32,28.62,320.39,11.19,2026-05-01T06:30:00,meta_marketing_api
2025-06-08,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,921,805,1.14,17,1.9,0.98,18.09,1,2.99,16.66,790.19,47.43,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,22323,17561,1.27,554,2.48,0.97,24.07,15,2.75,537.38,7486.21,13.93,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,6582,5063,1.3,151,2.29,0.94,21.56,4,2.83,141.94,975.95,6.88,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3541,2204,1.61,74,2.08,1.1,22.99,2,3.06,81.4,853.52,10.49,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,13673,8773,1.56,395,2.89,0.78,22.53,9,2.32,308.1,3808.34,12.36,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,4636,3027,1.53,121,2.6,0.8,20.88,3,2.77,96.8,598.79,6.19,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2863,2101,1.36,72,2.51,0.84,21.12,2,2.74,60.48,472.39,7.81,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,10308,8274,1.25,230,2.23,0.97,21.64,6,2.42,223.1,2192.78,9.83,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,3177,2059,1.54,65,2.04,1.07,21.89,2,2.77,69.55,1542.94,22.18,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1793,1329,1.35,36,2.03,0.99,19.88,1,2.94,35.64,705.42,19.79,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,DE,4897,3336,1.47,90,1.84,1.03,18.93,2,2.59,92.7,514.76,5.55,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,AT,1465,1117,1.31,25,1.71,1.01,17.24,1,2.74,25.25,368.17,14.58,2026-05-01T06:30:00,meta_marketing_api
2025-06-09,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,marketplace,CH,1064,875,1.22,21,1.93,1.06,20.92,1,2.7,22.26,698.6,31.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,DE,19883,16150,1.23,461,2.32,1.11,25.74,11,2.49,511.71,6602.97,12.9,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,AT,6947,5107,1.36,169,2.43,0.97,23.6,4,2.3,163.93,792.83,4.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,feed,CH,3714,2542,1.46,79,2.13,0.98,20.85,2,2.74,77.42,953.78,12.32,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,DE,14392,8912,1.61,371,2.58,0.93,23.97,9,2.51,345.03,2173.23,6.3,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,AT,5197,3348,1.55,143,2.76,0.9,24.76,4,2.64,128.7,1089.05,8.46,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,stories,CH,2805,2354,1.19,75,2.66,0.84,22.46,2,2.76,63.0,1446.68,22.96,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,DE,9174,6017,1.52,186,2.03,1.1,22.3,5,2.66,204.6,3320.72,16.23,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,AT,3719,3071,1.21,84,2.26,0.99,22.36,2,2.49,83.16,1286.72,15.47,2026-05-01T06:30:00,meta_marketing_api
2025-06-10,META-298875,CMP-3001,Sommerstart – Wearables & Smart Home,CONVERSIONS,reels,CH,1820,1562,1.17,42,2.32,1.08,24.92,1,2.7,45.36,189.29,4.17,2026-05-01T06:30:00,meta_marketing_api
