order_id,contact_id,order_date,order_datetime,campaign_id_ref,campaign_name_ref,acquisition_channel,article_id,category,brand,product_name,quantity,unit_price_eur,subtotal_eur,discount_pct,discount_eur,shipping_eur,total_eur,payment_method,order_status,is_returned,is_first_order,customer_city,customer_country,_load_ts,_source_system
ORD-20052,CON-20019,2026-04-24,2026-04-24T21:24:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-307,Audio & Kopfhörer,Jabra,Evolve2 75 Headset,1,349.0,349.0,0.07,24.43,0.0,324.57,paypal,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20053,CON-20019,2026-01-24,2026-01-24T22:29:00,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,1,189.0,189.0,0.0,0.0,0.0,189.0,bank_transfer,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20054,CON-20019,2025-08-27,2025-08-27T07:38:00,CMP-3003,Back-to-School – Laptops & Tablets,Google Ads,ART-203,Laptops & Tablets,Samsung,Galaxy Tab S10 256GB,1,829.0,829.0,0.0,0.0,0.0,829.0,klarna,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20055,CON-20019,2025-08-18,2025-08-18T21:22:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-504,Smart Home & Wearables,Philips,Hue Gradient Starter Set,2,179.0,358.0,0.0,0.0,0.0,358.0,bank_transfer,cancelled,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20056,CON-20019,2026-04-25,2026-04-25T10:24:00,,,Google Ads,ART-301,Audio & Kopfhörer,Sony,WH-1000XM6 Kopfhörer,1,369.0,369.0,0.0,0.0,0.0,369.0,apple_pay,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20057,CON-20019,2025-12-09,2025-12-09T14:12:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-106,Smartphones,Xiaomi,Redmi Note 14 Pro 256GB,1,369.0,369.0,0.0,0.0,0.0,369.0,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20058,CON-20019,2025-07-20,2025-07-20T12:46:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-306,Audio & Kopfhörer,Sonos,Era 300 Smart Speaker,3,449.0,1347.0,0.0,0.0,0.0,1347.0,credit_card,returned,True,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20059,CON-20019,2026-03-05,2026-03-05T19:27:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.0,0.0,0.0,299.0,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20060,CON-20019,2025-09-17,2025-09-17T21:14:00,CMP-3005,Business Herbst – IT & Office Upgrade,Google Ads,ART-301,Audio & Kopfhörer,Sony,WH-1000XM6 Kopfhörer,1,369.0,369.0,0.0,0.0,0.0,369.0,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20061,CON-20019,2026-04-03,2026-04-03T22:06:00,,,Google Ads,ART-503,Smart Home & Wearables,Fitbit,Sense 3 Fitness-Tracker,2,199.0,398.0,0.0,0.0,0.0,398.0,paypal,returned,True,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20062,CON-20019,2026-04-20,2026-04-20T19:43:00,,,Google Ads,ART-206,Laptops & Tablets,Microsoft,Surface Pro 10 i5,1,1249.0,1249.0,0.0,0.0,0.0,1249.0,credit_card,cancelled,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20063,CON-20019,2026-02-02,2026-02-02T09:21:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-504,Smart Home & Wearables,Philips,Hue Gradient Starter Set,3,179.0,537.0,0.0,0.0,0.0,537.0,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20064,CON-20019,2026-04-12,2026-04-12T10:19:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-302,Audio & Kopfhörer,Apple,AirPods Pro 3. Gen,1,269.0,269.0,0.15,40.35,0.0,228.65,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20065,CON-20019,2025-09-13,2025-09-13T08:15:00,,,Google Ads,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,3,189.0,567.0,0.0,0.0,0.0,567.0,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20066,CON-20019,2026-04-26,2026-04-26T08:33:00,,,Google Ads,ART-305,Audio & Kopfhörer,JBL,Charge 6 Bluetooth Box,1,179.0,179.0,0.2,35.8,0.0,143.2,credit_card,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20067,CON-20019,2026-03-04,2026-03-04T08:58:00,,,Google Ads,ART-207,Laptops & Tablets,Asus,ZenBook 14 OLED i7 2025,2,1029.0,2058.0,0.18,370.44,0.0,1687.56,bank_transfer,completed,False,False,Stuttgart,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20068,CON-20022,2026-01-25,2026-01-25T08:40:00,,,Google Ads,ART-202,Laptops & Tablets,Apple,"iPad Air 11"" M2 256GB",1,879.0,879.0,0.0,0.0,0.0,879.0,credit_card,completed,False,True,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20069,CON-20031,2025-09-18,2025-09-18T21:19:00,CMP-3004,iPhone 16 Launch – Trade-In Aktion,Organic Search,ART-104,Smartphones,Samsung,Galaxy S25 Ultra 256GB,2,1429.0,2858.0,0.14,400.12,0.0,2457.88,credit_card,cancelled,False,True,Düsseldorf,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20070,CON-20031,2025-12-18,2025-12-18T22:05:00,,,Organic Search,ART-307,Audio & Kopfhörer,Jabra,Evolve2 75 Headset,1,349.0,349.0,0.0,0.0,0.0,349.0,paypal,completed,False,False,Düsseldorf,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20071,CON-20031,2025-12-06,2025-12-06T20:48:00,CMP-3012,Cart Abandonment – Retargeting laufend,Organic Search,ART-407,Gaming,Samsung,"Odyssey G6 27"" Gaming Mon.",1,349.0,349.0,0.0,0.0,0.0,349.0,paypal,completed,False,False,Düsseldorf,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20072,CON-20038,2025-10-20,2025-10-20T12:16:00,CMP-3006,Business Loyalty – Premium Club,Email,ART-508,Smart Home & Wearables,Samsung,Galaxy Watch 7 44mm,1,329.0,329.0,0.19,62.51,0.0,266.49,credit_card,completed,False,True,Bern,CH,2026-05-01T06:30:00,technow_shop_db
ORD-20073,CON-20038,2025-07-19,2025-07-19T07:00:00,,,Email,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,2,189.0,378.0,0.0,0.0,0.0,378.0,apple_pay,completed,False,False,Bern,CH,2026-05-01T06:30:00,technow_shop_db
ORD-20074,CON-20047,2026-02-19,2026-02-19T22:19:00,,,Google Ads,ART-207,Laptops & Tablets,Asus,ZenBook 14 OLED i7 2025,1,1029.0,1029.0,0.0,0.0,0.0,1029.0,paypal,completed,False,True,Nürnberg,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20075,CON-20051,2025-11-08,2025-11-08T20:16:00,,,Google Ads,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,3,189.0,567.0,0.0,0.0,0.0,567.0,credit_card,cancelled,False,True,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20076,CON-20051,2026-02-14,2026-02-14T20:47:00,CMP-3011,Valentinstag – Kopfhörer & Wearables,Google Ads,ART-501,Smart Home & Wearables,Apple,Apple Watch Ultra 2,1,799.0,799.0,0.14,111.86,0.0,687.14,credit_card,cancelled,False,False,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20077,CON-20051,2025-12-05,2025-12-05T12:00:00,CMP-3009,Weihnachten – Geschenke & Bundles,Google Ads,ART-407,Gaming,Samsung,"Odyssey G6 27"" Gaming Mon.",3,349.0,1047.0,0.0,0.0,0.0,1047.0,paypal,completed,False,False,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20078,CON-20051,2025-11-05,2025-11-05T20:10:00,,,Google Ads,ART-105,Smartphones,Google,Pixel 9 128GB,2,799.0,1598.0,0.0,0.0,0.0,1598.0,paypal,cancelled,False,False,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20079,CON-20051,2025-09-15,2025-09-15T10:40:00,,,Google Ads,ART-205,Laptops & Tablets,HP,HP Pavilion 15 Ryzen 7,1,729.0,729.0,0.0,0.0,0.0,729.0,klarna,completed,False,False,Köln,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20080,CON-20060,2025-07-14,2025-07-14T22:00:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-307,Audio & Kopfhörer,Jabra,Evolve2 75 Headset,1,349.0,349.0,0.09,31.41,0.0,317.59,credit_card,completed,False,True,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20081,CON-20060,2025-07-17,2025-07-17T10:28:00,,,Meta Ads,ART-204,Laptops & Tablets,Lenovo,"ThinkPad X1 Carbon i7 14""",1,1649.0,1649.0,0.0,0.0,0.0,1649.0,credit_card,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20082,CON-20060,2025-09-13,2025-09-13T21:40:00,,,Meta Ads,ART-203,Laptops & Tablets,Samsung,Galaxy Tab S10 256GB,1,829.0,829.0,0.13,107.77,0.0,721.23,credit_card,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20083,CON-20064,2026-03-16,2026-03-16T14:30:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-301,Audio & Kopfhörer,Sony,WH-1000XM6 Kopfhörer,3,369.0,1107.0,0.0,0.0,0.0,1107.0,credit_card,completed,False,True,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20084,CON-20073,2026-02-18,2026-02-18T15:59:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-306,Audio & Kopfhörer,Sonos,Era 300 Smart Speaker,3,449.0,1347.0,0.0,0.0,0.0,1347.0,bank_transfer,completed,False,True,Winterthur,CH,2026-05-01T06:30:00,technow_shop_db
ORD-20085,CON-20078,2025-11-18,2025-11-18T19:24:00,,,Google Ads,ART-302,Audio & Kopfhörer,Apple,AirPods Pro 3. Gen,1,269.0,269.0,0.0,0.0,0.0,269.0,paypal,cancelled,False,True,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20086,CON-20078,2025-12-31,2025-12-31T11:01:00,,,Google Ads,ART-304,Audio & Kopfhörer,Samsung,Galaxy Buds3 Pro,2,199.0,398.0,0.0,0.0,0.0,398.0,klarna,cancelled,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20087,CON-20078,2025-09-30,2025-09-30T20:42:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-306,Audio & Kopfhörer,Sonos,Era 300 Smart Speaker,1,449.0,449.0,0.0,0.0,0.0,449.0,apple_pay,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
