report_date,google_campaign_id,campaign_id_crm_ref,campaign_name,ad_objective,device_type,country,impressions,clicks,ctr_pct,avg_cpc_eur,conversions,conv_rate_pct,spend_eur,revenue_eur,roas,quality_score,_load_ts,_source_system
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3398,71,2.09,0.65,3,4.24,46.15,504.88,10.94,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,1811,36,1.98,0.59,2,4.96,21.24,194.04,9.14,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,9389,190,2.02,0.51,8,4.12,96.9,1435.66,14.82,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3363,70,2.08,0.48,3,4.2,33.6,523.55,15.58,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1985,42,2.1,0.53,2,4.9,22.26,166.68,7.49,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2303,38,1.63,0.59,2,4.55,22.42,130.14,5.8,7,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,697,10,1.46,0.63,0,4.74,6.3,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-04,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,410,6,1.47,0.64,0,5.24,3.84,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,10984,191,1.74,0.62,9,4.53,118.42,723.66,6.11,7,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3707,71,1.92,0.63,3,3.9,44.73,347.33,7.77,7,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2041,39,1.91,0.55,2,5.03,21.45,204.81,9.55,7,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,10875,245,2.25,0.52,10,4.12,127.4,795.21,6.24,8,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3033,64,2.11,0.49,3,4.31,31.36,274.28,8.75,7,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1716,38,2.24,0.56,2,4.32,21.28,336.31,15.8,8,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2043,31,1.53,0.55,1,4.41,17.05,80.88,4.74,6,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,864,14,1.64,0.62,1,4.17,8.68,161.9,18.65,7,2024-12-31T06:30:00,google_ads_api
2024-01-05,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,423,6,1.48,0.58,0,4.61,3.48,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,12266,242,1.97,0.53,12,4.81,128.26,1359.77,10.6,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3758,77,2.04,0.55,3,3.88,42.35,356.5,8.42,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2270,41,1.82,0.64,2,4.35,26.24,236.35,9.01,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,11078,245,2.21,0.57,9,3.63,139.65,1487.91,10.65,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3844,91,2.37,0.48,4,4.64,43.68,493.11,11.29,8,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1878,40,2.14,0.5,2,4.08,20.0,366.47,18.32,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2267,39,1.71,0.58,2,4.14,22.62,359.76,15.9,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,921,15,1.63,0.54,1,4.48,8.1,100.6,12.42,7,2024-12-31T06:30:00,google_ads_api
2024-01-06,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,541,9,1.64,0.62,0,4.76,5.58,0.0,0.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,12263,233,1.9,0.54,11,4.64,125.82,1983.23,15.76,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3623,64,1.78,0.61,3,4.32,39.04,279.67,7.16,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2166,44,2.05,0.6,2,4.35,26.4,278.65,10.55,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,10284,228,2.22,0.56,10,4.23,127.68,895.11,7.01,8,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3753,78,2.07,0.53,3,4.07,41.34,303.0,7.33,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2001,46,2.3,0.51,2,4.1,23.46,369.63,15.76,8,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2820,42,1.48,0.56,2,3.84,23.52,353.98,15.05,6,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,929,16,1.74,0.54,1,4.04,8.64,165.05,19.1,7,2024-12-31T06:30:00,google_ads_api
2024-01-07,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,526,9,1.65,0.61,0,5.39,5.49,0.0,0.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,13265,241,1.82,0.64,11,4.41,154.24,892.26,5.78,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3740,65,1.75,0.56,3,4.27,36.4,412.74,11.34,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2590,46,1.79,0.56,2,4.89,25.76,247.25,9.6,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,11851,277,2.34,0.51,10,3.69,141.27,982.02,6.95,8,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3168,73,2.3,0.49,3,4.37,35.77,461.84,12.91,8,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2175,47,2.15,0.47,2,4.01,22.09,341.95,15.48,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2821,46,1.63,0.6,2,4.62,27.6,165.54,6.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,782,12,1.55,0.62,1,4.7,7.44,168.28,22.62,6,2024-12-31T06:30:00,google_ads_api
2024-01-08,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,563,9,1.52,0.54,0,4.35,4.86,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,13574,252,1.86,0.54,11,4.35,136.08,1942.44,14.27,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,4573,95,2.08,0.63,4,4.59,59.85,271.9,4.54,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2621,48,1.84,0.62,3,5.31,29.76,506.06,17.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,11673,243,2.08,0.47,11,4.56,114.21,1866.26,16.34,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3996,82,2.06,0.51,4,4.6,41.82,406.49,9.72,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2326,48,2.07,0.48,2,4.03,23.04,208.78,9.06,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2815,50,1.77,0.6,2,3.92,30.0,225.92,7.53,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,979,16,1.63,0.54,1,4.75,8.64,181.45,21.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-09,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,472,8,1.76,0.54,0,4.37,4.32,0.0,0.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,12986,238,1.83,0.59,10,4.33,140.42,1112.23,7.92,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,4233,77,1.81,0.52,3,4.46,40.04,528.21,13.19,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2477,49,1.98,0.61,2,5.05,29.89,217.41,7.27,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,9543,216,2.26,0.49,9,3.99,105.84,1500.86,14.18,8,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3838,81,2.1,0.51,3,3.96,41.31,339.86,8.23,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2033,41,2.02,0.56,2,4.59,22.96,292.56,12.74,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2820,47,1.65,0.59,2,3.95,27.73,130.1,4.69,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,817,13,1.59,0.61,1,4.3,7.93,120.8,15.23,7,2024-12-31T06:30:00,google_ads_api
2024-01-10,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,503,8,1.52,0.64,0,4.67,5.12,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,10983,191,1.74,0.6,8,4.22,114.6,841.78,7.35,7,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,4396,88,2.0,0.55,4,4.42,48.4,355.58,7.35,7,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2107,38,1.8,0.63,2,4.67,23.94,147.48,6.16,7,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,10271,230,2.24,0.54,9,3.81,124.2,1118.93,9.01,8,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3321,75,2.25,0.54,3,3.58,40.5,472.22,11.66,8,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1888,41,2.15,0.57,2,4.25,23.37,254.31,10.88,7,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2211,34,1.53,0.58,2,4.64,19.72,322.34,16.35,6,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,883,16,1.77,0.64,1,4.32,10.24,171.97,16.79,7,2024-12-31T06:30:00,google_ads_api
2024-01-11,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,515,9,1.69,0.63,0,4.71,5.67,0.0,0.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,12767,254,1.99,0.56,11,4.17,142.24,1041.36,7.32,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,4059,81,2.0,0.6,3,4.23,48.6,293.86,6.05,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2065,38,1.82,0.56,2,4.38,21.28,259.64,12.2,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,9191,190,2.07,0.54,8,4.44,102.6,581.66,5.67,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3349,74,2.2,0.48,3,4.09,35.52,346.25,9.75,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2238,50,2.22,0.56,2,4.98,28.0,313.74,11.21,8,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2339,34,1.46,0.62,1,4.01,21.08,167.41,7.94,6,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,912,15,1.59,0.59,1,4.51,8.85,137.39,15.52,7,2024-12-31T06:30:00,google_ads_api
2024-01-12,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,448,7,1.52,0.53,0,4.61,3.71,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,11532,214,1.86,0.58,8,3.78,124.12,642.52,5.18,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3849,66,1.72,0.59,3,4.07,38.94,204.76,5.26,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2286,40,1.76,0.53,2,4.65,21.2,220.98,10.42,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,8930,188,2.11,0.5,9,4.53,94.0,1397.17,14.86,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3544,74,2.08,0.46,3,3.67,34.04,389.19,11.43,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,2177,46,2.12,0.55,2,4.92,25.3,286.42,11.32,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2447,43,1.76,0.52,2,3.82,22.36,166.57,7.45,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,703,12,1.67,0.55,1,4.28,6.6,148.94,22.57,7,2024-12-31T06:30:00,google_ads_api
2024-01-13,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,491,7,1.51,0.62,0,4.86,4.34,0.0,0.0,6,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,11206,233,2.08,0.53,9,3.71,123.49,921.91,7.47,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3665,76,2.07,0.61,3,4.07,46.36,222.36,4.8,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2173,42,1.95,0.62,2,4.14,26.04,334.07,12.83,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,9295,188,2.02,0.55,9,4.81,103.4,959.98,9.28,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,3010,64,2.13,0.5,3,4.21,32.0,500.85,15.65,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1962,39,2.01,0.53,2,5.35,20.67,328.89,15.91,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,DE,2272,36,1.59,0.65,2,4.49,23.4,194.82,8.33,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,AT,788,13,1.63,0.58,1,4.18,7.54,152.72,20.25,7,2024-12-31T06:30:00,google_ads_api
2024-01-14,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,tablet,CH,406,7,1.73,0.53,0,5.17,3.71,0.0,0.0,7,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,DE,8975,170,1.89,0.57,7,4.34,96.9,479.11,4.94,7,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,AT,3546,63,1.78,0.62,2,3.84,39.06,211.68,5.42,7,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,desktop,CH,2110,42,1.98,0.52,2,4.39,21.84,357.54,16.37,7,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,DE,7511,171,2.28,0.54,7,4.19,92.34,1035.11,11.21,8,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,AT,2953,64,2.18,0.47,3,4.57,30.08,274.77,9.13,7,2024-12-31T06:30:00,google_ads_api
2024-01-15,GGL-204481,CMP-2001,Neujahrsangebote – Elektronik & Gadgets,CONVERSIONS,mobile,CH,1765,37,2.1,0.51,2,4.82,18.87,257.42,13.64,7,2024-12-31T06:30:00,google_ads_api
