lead_id,contact_id,campaign_id,campaign_name,lead_channel,lead_status,lead_status_previous,lead_score,estimated_value_eur,close_probability,assigned_to,contact_segment,contact_city,contact_country,created_at,status_changed_at,updated_at,_load_ts,_source_system
LED-70946,CON-10186,CMP-2023,Frühjahr-Launch – Outdoor & Sportartikel,Google Ads,Opportunity,SQL,72,117.98,0.47,k.bauer@shopnow.de,Churned,Graz,AT,2024-04-16T22:50:00,2024-05-15T11:32:00,2024-05-15T11:32:00,2024-12-31T06:30:00,crm_salesforce
LED-91167,CON-10243,CMP-2023,Frühjahr-Launch – Outdoor & Sportartikel,Google Ads,Opportunity,SQL,71,105.25,0.47,k.bauer@shopnow.de,Aktiv,Nürnberg,DE,2024-04-27T16:14:00,2024-05-04T03:15:00,2024-05-04T03:15:00,2024-12-31T06:30:00,crm_salesforce
LED-19545,CON-10474,CMP-2023,Frühjahr-Launch – Outdoor & Sportartikel,Google Ads,Opportunity,SQL,56,306.5,0.5,k.bauer@shopnow.de,Aktiv,Salzburg,AT,2024-04-29T19:31:00,2024-05-12T09:40:00,2024-05-12T09:40:00,2024-12-31T06:30:00,crm_salesforce
LED-23970,CON-10205,CMP-2023,Frühjahr-Launch – Outdoor & Sportartikel,Google Ads,Customer,Opportunity,82,369.95,0.85,k.bauer@shopnow.de,Aktiv,Innsbruck,AT,2024-03-26T21:03:00,2024-05-01T12:01:00,2024-05-01T12:01:00,2024-12-31T06:30:00,crm_salesforce
LED-76162,CON-10947,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,Opportunity,MQL,76,147.73,0.42,j.fischer@shopnow.de,Neukunde,Duisburg,DE,2024-04-29T12:47:00,2024-05-01T10:03:00,2024-05-01T10:03:00,2024-12-31T06:30:00,crm_salesforce
LED-78327,CON-11002,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,Opportunity,SQL,73,93.66,0.39,j.fischer@shopnow.de,Loyal,Köln,DE,2024-04-09T21:04:00,2024-04-19T11:21:00,2024-04-19T11:21:00,2024-12-31T06:30:00,crm_salesforce
LED-29769,CON-11070,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,SQL,MQL,57,120.54,0.22,j.fischer@shopnow.de,Aktiv,München,DE,2024-04-23T13:04:00,2024-04-30T09:25:00,2024-04-30T09:25:00,2024-12-31T06:30:00,crm_salesforce
LED-65069,CON-10570,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,Opportunity,SQL,69,147.95,0.46,j.fischer@shopnow.de,Loyal,Sankt Pölten,AT,2024-04-28T19:30:00,2024-04-29T13:49:00,2024-04-29T13:49:00,2024-12-31T06:30:00,crm_salesforce
LED-81582,CON-11355,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,Customer,Opportunity,89,100.55,1.0,j.fischer@shopnow.de,Aktiv,St. Gallen,CH,2024-04-16T14:17:00,2024-04-23T12:18:00,2024-04-23T12:18:00,2024-12-31T06:30:00,crm_salesforce
LED-62994,CON-10795,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,Customer,SQL,68,123.37,0.83,j.fischer@shopnow.de,Aktiv,Lugano,CH,2024-04-30T11:39:00,2024-05-01T07:16:00,2024-05-01T07:16:00,2024-12-31T06:30:00,crm_salesforce
LED-66179,CON-11094,CMP-2031,Loyalty-Programm Launch – ShopNow Plus,Email,MQL,Prospect,42,109.11,0.13,j.fischer@shopnow.de,Aktiv,Bonn,DE,2024-04-06T08:16:00,2024-04-19T01:29:00,2024-04-19T01:29:00,2024-12-31T06:30:00,crm_salesforce
LED-39389,CON-11349,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Customer,Opportunity,72,58.29,0.94,a.mueller@shopnow.de,Aktiv,Hannover,DE,2024-05-11T07:15:00,2024-05-11T14:54:00,2024-05-11T14:54:00,2024-12-31T06:30:00,crm_salesforce
LED-24993,CON-10754,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Customer,Opportunity,91,112.87,1.0,a.mueller@shopnow.de,Neukunde,Duisburg,DE,2024-05-06T15:49:00,2024-05-09T04:27:00,2024-05-09T04:27:00,2024-12-31T06:30:00,crm_salesforce
LED-31465,CON-10453,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Churned,Customer,86,152.98,0.02,a.mueller@shopnow.de,Aktiv,Köln,DE,2024-05-08T07:59:00,2024-05-11T03:24:00,2024-05-11T03:24:00,2024-12-31T06:30:00,crm_salesforce
LED-92213,CON-10143,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,SQL,Prospect,55,91.41,0.22,a.mueller@shopnow.de,Churned,Köln,DE,2024-05-12T10:50:00,2024-05-13T05:24:00,2024-05-13T05:24:00,2024-12-31T06:30:00,crm_salesforce
LED-94874,CON-10841,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Opportunity,MQL,70,146.99,0.48,a.mueller@shopnow.de,Aktiv,Frankfurt,DE,2024-05-12T22:06:00,2024-05-14T16:46:00,2024-05-14T16:46:00,2024-12-31T06:30:00,crm_salesforce
LED-67080,CON-10034,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,SQL,Prospect,46,142.21,0.23,a.mueller@shopnow.de,Loyal,Leipzig,DE,2024-05-08T22:29:00,2024-05-12T13:49:00,2024-05-12T13:49:00,2024-12-31T06:30:00,crm_salesforce
LED-69087,CON-11343,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,SQL,Prospect,59,79.0,0.23,a.mueller@shopnow.de,Neukunde,Karlsruhe,DE,2024-05-08T19:21:00,2024-05-09T18:15:00,2024-05-09T18:15:00,2024-12-31T06:30:00,crm_salesforce
LED-43862,CON-10969,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Opportunity,MQL,71,126.41,0.46,a.mueller@shopnow.de,Churned,Dornbirn,AT,2024-05-07T07:33:00,2024-05-08T16:48:00,2024-05-08T16:48:00,2024-12-31T06:30:00,crm_salesforce
LED-41499,CON-10094,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Customer,SQL,77,123.01,1.0,a.mueller@shopnow.de,Aktiv,Bremen,DE,2024-05-06T07:05:00,2024-05-08T21:30:00,2024-05-08T21:30:00,2024-12-31T06:30:00,crm_salesforce
LED-58368,CON-10629,CMP-2039,Muttertag – Kosmetik & Pflegeprodukte,Meta Ads,Opportunity,MQL,59,70.17,0.48,a.mueller@shopnow.de,Aktiv,Berlin,DE,2024-05-05T17:22:00,2024-05-13T08:41:00,2024-05-13T08:41:00,2024-12-31T06:30:00,crm_salesforce
LED-73464,CON-11332,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,MQL,Prospect,54,113.94,0.12,k.bauer@shopnow.de,At Risk,Graz,AT,2024-06-07T13:18:00,2024-06-22T07:29:00,2024-06-22T07:29:00,2024-12-31T06:30:00,crm_salesforce
LED-45954,CON-10964,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,Prospect,Prospect,38,225.18,0.05,k.bauer@shopnow.de,Neukunde,Dresden,DE,2024-07-06T16:44:00,2024-07-11T14:50:00,2024-07-11T14:50:00,2024-12-31T06:30:00,crm_salesforce
LED-72746,CON-11370,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,SQL,MQL,59,67.74,0.22,k.bauer@shopnow.de,Churned,St. Gallen,CH,2024-06-04T15:55:00,2024-07-05T02:47:00,2024-07-05T02:47:00,2024-12-31T06:30:00,crm_salesforce
LED-92502,CON-11237,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,Opportunity,SQL,75,204.07,0.46,k.bauer@shopnow.de,Aktiv,Mannheim,DE,2024-06-10T16:05:00,2024-06-26T02:40:00,2024-06-26T02:40:00,2024-12-31T06:30:00,crm_salesforce
LED-91057,CON-10331,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,MQL,Prospect,51,176.1,0.14,k.bauer@shopnow.de,Churned,Salzburg,AT,2024-06-29T21:19:00,2024-07-27T13:55:00,2024-07-27T13:55:00,2024-12-31T06:30:00,crm_salesforce
LED-23006,CON-10346,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,Churned,Customer,82,88.89,0.02,k.bauer@shopnow.de,Aktiv,Frankfurt,DE,2024-07-11T13:16:00,2024-07-14T01:31:00,2024-07-14T01:31:00,2024-12-31T06:30:00,crm_salesforce
LED-63545,CON-10388,CMP-2047,Sommermode – Retargeting Kategorie-Besucher,Google Ads,SQL,Prospect,46,222.62,0.26,k.bauer@shopnow.de,Loyal,Duisburg,DE,2024-06-19T08:14:00,2024-07-08T00:58:00,2024-07-08T00:58:00,2024-12-31T06:30:00,crm_salesforce
LED-84607,CON-11126,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Customer,SQL,83,185.11,0.93,j.fischer@shopnow.de,Aktiv,Köln,DE,2024-07-29T21:44:00,2024-08-18T17:01:00,2024-08-18T17:01:00,2024-12-31T06:30:00,crm_salesforce
LED-88385,CON-11056,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Prospect,Prospect,38,262.27,0.05,j.fischer@shopnow.de,Aktiv,Berlin,DE,2024-08-11T15:01:00,2024-08-14T05:44:00,2024-08-14T05:44:00,2024-12-31T06:30:00,crm_salesforce
LED-12719,CON-11184,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Churned,Opportunity,88,219.85,0.02,j.fischer@shopnow.de,Neukunde,Klagenfurt,AT,2024-08-27T08:48:00,2024-08-30T07:21:00,2024-08-30T07:21:00,2024-12-31T06:30:00,crm_salesforce
LED-86720,CON-10356,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,SQL,Prospect,49,224.13,0.24,j.fischer@shopnow.de,Aktiv,Nürnberg,DE,2024-07-27T22:22:00,2024-08-23T15:42:00,2024-08-23T15:42:00,2024-12-31T06:30:00,crm_salesforce
LED-74942,CON-10757,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,MQL,Prospect,56,144.35,0.12,j.fischer@shopnow.de,Neukunde,Luzern,CH,2024-08-26T08:29:00,2024-08-28T01:45:00,2024-08-28T01:45:00,2024-12-31T06:30:00,crm_salesforce
LED-77449,CON-10205,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Customer,Opportunity,92,153.21,0.95,j.fischer@shopnow.de,Aktiv,Innsbruck,AT,2024-09-02T21:26:00,2024-09-03T10:59:00,2024-09-03T10:59:00,2024-12-31T06:30:00,crm_salesforce
LED-67939,CON-10977,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,SQL,59,230.6,0.39,j.fischer@shopnow.de,Aktiv,Leipzig,DE,2024-08-08T11:59:00,2024-08-18T09:55:00,2024-08-18T09:55:00,2024-12-31T06:30:00,crm_salesforce
LED-92578,CON-10404,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,SQL,59,121.68,0.44,j.fischer@shopnow.de,Aktiv,Wuppertal,DE,2024-09-05T12:19:00,2024-09-06T08:24:00,2024-09-06T08:24:00,2024-12-31T06:30:00,crm_salesforce
LED-25396,CON-11160,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,SQL,71,180.97,0.42,j.fischer@shopnow.de,Aktiv,Winterthur,CH,2024-08-22T16:32:00,2024-08-31T13:25:00,2024-08-31T13:25:00,2024-12-31T06:30:00,crm_salesforce
LED-82255,CON-10268,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,MQL,Prospect,45,251.7,0.11,j.fischer@shopnow.de,Churned,Bielefeld,DE,2024-08-29T11:55:00,2024-08-31T03:44:00,2024-08-31T03:44:00,2024-12-31T06:30:00,crm_salesforce
LED-76550,CON-10482,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,MQL,Prospect,49,104.18,0.12,j.fischer@shopnow.de,Aktiv,Genf,CH,2024-08-09T16:53:00,2024-08-28T15:48:00,2024-08-28T15:48:00,2024-12-31T06:30:00,crm_salesforce
LED-53573,CON-10256,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,MQL,80,158.08,0.44,j.fischer@shopnow.de,Aktiv,Berlin,DE,2024-08-20T17:55:00,2024-08-27T08:31:00,2024-08-27T08:31:00,2024-12-31T06:30:00,crm_salesforce
LED-51704,CON-10131,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,MQL,66,292.03,0.5,j.fischer@shopnow.de,Aktiv,Stuttgart,DE,2024-08-15T11:31:00,2024-08-16T23:03:00,2024-08-16T23:03:00,2024-12-31T06:30:00,crm_salesforce
LED-67711,CON-10111,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Prospect,Prospect,28,177.98,0.05,j.fischer@shopnow.de,Aktiv,Dresden,DE,2024-07-22T11:26:00,2024-09-01T22:30:00,2024-09-01T22:30:00,2024-12-31T06:30:00,crm_salesforce
LED-62098,CON-10298,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,MQL,76,85.74,0.47,j.fischer@shopnow.de,At Risk,Mannheim,DE,2024-09-03T19:20:00,2024-09-07T03:59:00,2024-09-07T03:59:00,2024-12-31T06:30:00,crm_salesforce
LED-47667,CON-10552,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Churned,Customer,80,229.62,0.02,j.fischer@shopnow.de,Aktiv,Karlsruhe,DE,2024-08-18T10:48:00,2024-08-22T07:58:00,2024-08-22T07:58:00,2024-12-31T06:30:00,crm_salesforce
LED-17355,CON-11070,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,MQL,Prospect,37,226.81,0.11,j.fischer@shopnow.de,Aktiv,München,DE,2024-08-18T11:15:00,2024-09-04T07:51:00,2024-09-04T07:51:00,2024-12-31T06:30:00,crm_salesforce
LED-20350,CON-11343,CMP-2055,Back-to-School – Schreibwaren & Technik,Meta Ads,Opportunity,MQL,70,216.72,0.42,j.fischer@shopnow.de,Neukunde,Karlsruhe,DE,2024-08-30T14:31:00,2024-09-02T05:00:00,2024-09-02T05:00:00,2024-12-31T06:30:00,crm_salesforce
LED-81643,CON-10834,CMP-2062,Herbst-Newsletter – Bestandskundenpflege,Email,Prospect,Prospect,26,167.57,0.06,a.mueller@shopnow.de,Aktiv,Hamburg,DE,2024-10-08T16:40:00,2024-10-22T08:09:00,2024-10-22T08:09:00,2024-12-31T06:30:00,crm_salesforce
LED-73335,CON-10517,CMP-2062,Herbst-Newsletter – Bestandskundenpflege,Email,Prospect,Prospect,41,186.8,0.05,a.mueller@shopnow.de,At Risk,Bremen,DE,2024-10-22T18:36:00,2024-10-27T10:37:00,2024-10-27T10:37:00,2024-12-31T06:30:00,crm_salesforce
LED-11061,CON-11217,CMP-2062,Herbst-Newsletter – Bestandskundenpflege,Email,MQL,Prospect,39,161.28,0.12,a.mueller@shopnow.de,Loyal,Linz,AT,2024-10-24T22:53:00,2024-10-29T13:31:00,2024-10-29T13:31:00,2024-12-31T06:30:00,crm_salesforce
LED-27322,CON-11217,CMP-2071,Singles' Day 11.11. – Alle Kategorien,Google Ads,SQL,Prospect,69,535.2,0.22,k.bauer@shopnow.de,Loyal,Linz,AT,2024-11-10T12:16:00,2024-11-12T05:03:00,2024-11-12T05:03:00,2024-12-31T06:30:00,crm_salesforce
LED-19869,CON-11355,CMP-2071,Singles' Day 11.11. – Alle Kategorien,Google Ads,Prospect,Prospect,34,368.29,0.05,k.bauer@shopnow.de,Aktiv,St. Gallen,CH,2024-11-11T18:05:00,2024-11-13T01:21:00,2024-11-13T01:21:00,2024-12-31T06:30:00,crm_salesforce
